Rank,Name,week,DB,MAN %,FP/DB,ZONE %,FP/DB,1-HI/MOF C %,FP/DB,2-HI/MOF O %,FP/DB,COVER 0 %,COVER 1 %,COVER 2 %,COVER 2 MAN %,COVER 3 %,COVER 4 %,COVER 6 %,Season
11,ARI,16,42,0.119,2.03,0.81,0.21,0.476,0.68,0.524,0.23,0,0.119,0.429,0,0.357,0.024,0,2023
12,DET,16,41,0.195,0.33,0.683,0.24,0.585,0.25,0.415,0.48,0.024,0.171,0.073,0,0.39,0.195,0.024,2023
13,MIN,16,41,0.317,0.26,0.561,0.55,0.439,0.34,0.561,0.63,0.049,0.122,0.024,0.146,0.317,0,0.22,2023
14,PHI,16,41,0.439,0.58,0.561,0.24,0.561,0.54,0.439,0.2,0.22,0.22,0,0,0.341,0.146,0.073,2023
15,CAR,16,40,0.525,0.62,0.45,0.49,0.675,0.59,0.325,0.46,0,0.525,0.15,0,0.15,0.05,0.1,2023
16,SEA,16,40,0.175,0.5,0.8,0.3,0.375,0.32,0.625,0.5,0.025,0.1,0.175,0.05,0.25,0.375,0,2023
17,TB,16,39,0.128,1.35,0.744,0.29,0.513,0.76,0.487,0.25,0,0.128,0.077,0,0.359,0.179,0.128,2023
18,BAL,16,39,0.41,0.48,0.513,0.48,0.462,0.68,0.538,0.46,0.231,0.179,0.103,0,0.282,0.128,0,2023
19,LAC,16,39,0.179,0.25,0.744,0.23,0.462,0.27,0.538,0.19,0,0.179,0.205,0,0.231,0.154,0.154,2023
20,DAL,16,38,0.342,0.69,0.605,0.5,0.395,0.76,0.605,0.39,0.053,0.289,0.026,0,0.105,0.132,0.342,2023
21,MIA,16,38,0.316,0.53,0.658,0.37,0.526,0.31,0.474,0.53,0.053,0.158,0.079,0.105,0.368,0.211,0,2023
22,WAS,16,37,0.459,0.32,0.514,0.19,0.514,0.06,0.486,0.45,0.054,0.378,0.135,0.027,0.135,0.189,0.054,2023
23,NE,16,36,0.361,0.24,0.583,0.47,0.528,0.51,0.472,0.46,0.083,0.25,0.028,0.028,0.278,0.167,0.111,2023
24,NYG,16,35,0.143,0.1,0.771,0.49,0.486,0.28,0.514,0.43,0.029,0.114,0.171,0,0.371,0.171,0.057,2023
25,ATL,16,35,0,0,0.943,0.43,0.571,0.52,0.429,0.25,0,0,0.143,0,0.571,0.143,0.086,2023
26,TEN,16,35,0.086,0.13,0.857,0.45,0.371,0.46,0.629,0.38,0,0.086,0,0,0.286,0.343,0.229,2023
27,LA,16,35,0.343,0.66,0.629,0.6,0.686,0.69,0.314,0.42,0,0.343,0.086,0,0.314,0.229,0,2023
28,CHI,16,33,0.333,0.91,0.667,0.48,0.242,0.07,0.758,0.8,0.212,0.121,0.212,0,0.121,0.212,0.121,2023
29,GB,16,30,0.4,0.32,0.533,0.62,0.7,0.34,0.3,1.19,0.033,0.367,0.1,0,0.3,0.067,0.067,2023
30,PIT,16,29,0.241,1.16,0.69,0.58,0.621,1.02,0.379,0.18,0.034,0.207,0.034,0,0.414,0.138,0.103,2023
31,BUF,16,23,0.13,0.31,0.87,0.6,0.522,0.38,0.478,0.75,0,0.13,0.13,0,0.391,0.087,0.261,2023
32,LV,16,23,0.391,0.06,0.522,0.16,0.478,0.16,0.522,0.06,0.043,0.304,0.043,0.043,0.174,0.261,0.043,2023
1,JAX,14,56,0.25,0.65,0.732,0.17,0.482,0.27,0.518,0.46,0.089,0.161,0.286,0,0.321,0,0.125,2023
2,BAL,14,53,0.132,1.11,0.868,0.49,0.453,0.51,0.547,0.63,0.075,0.057,0.057,0,0.415,0.283,0.113,2023
3,BUF,14,49,0.347,0.22,0.612,0.35,0.367,0.21,0.633,0.33,0.061,0.163,0.061,0.122,0.184,0.245,0.122,2023
4,LAC,14,48,0.292,0.11,0.708,0.22,0.667,0.1,0.333,0.36,0,0.25,0.021,0.042,0.417,0.125,0.146,2023
5,CLE,14,46,0.152,0.82,0.804,0.3,0.435,0.43,0.565,0.53,0.022,0.13,0.109,0,0.304,0.152,0.239,2023
6,MIN,14,46,0.196,0.1,0.804,0.19,0.674,0.16,0.326,0.19,0.065,0.13,0.174,0,0.543,0.022,0.065,2023
7,KC,14,45,0.311,0.21,0.6,0.27,0.444,0.25,0.556,0.39,0,0.267,0.133,0.044,0.2,0.156,0.111,2023
8,ATL,14,45,0.333,0.31,0.6,0.43,0.4,0.48,0.6,0.35,0.111,0.133,0.222,0.089,0.244,0.111,0.022,2023
9,LA,14,43,0.209,0.82,0.698,0.27,0.442,0.44,0.558,0.64,0.023,0.163,0.279,0.023,0.256,0.116,0.047,2023
10,DAL,14,43,0.163,0.99,0.814,0.32,0.372,0.8,0.628,0.2,0.023,0.14,0.047,0,0.233,0.419,0.116,2023
11,CAR,14,43,0.419,0.14,0.535,0.26,0.674,0.18,0.326,0.23,0.047,0.372,0.023,0,0.302,0.209,0,2023
12,IND,14,43,0.279,0.2,0.674,0.23,0.465,0.17,0.535,0.42,0.023,0.256,0.302,0,0.209,0.116,0.047,2023
13,NYJ,14,42,0.238,0.25,0.714,0.45,0.5,0.55,0.5,0.41,0.024,0.214,0.071,0,0.286,0.357,0,2023
14,PIT,14,42,0.31,0.5,0.595,0.2,0.595,0.2,0.405,0.48,0.071,0.19,0.238,0.048,0.333,0.024,0,2023
15,GB,14,42,0.286,0.42,0.667,0.25,0.714,0.21,0.286,0.47,0.071,0.214,0.024,0,0.405,0.119,0.119,2023
16,MIA,14,41,0.171,0.21,0.683,0.32,0.415,0.32,0.585,0.19,0.024,0.122,0.293,0.024,0.293,0.073,0.024,2023
17,TEN,14,41,0.049,2.06,0.854,0.39,0.488,0.63,0.512,0.25,0,0.049,0.049,0,0.39,0.024,0.39,2023
18,CHI,14,40,0.2,1.13,0.675,0.28,0.55,0.66,0.45,0.5,0,0.2,0,0,0.3,0.275,0.1,2023
19,DET,14,39,0.154,0.15,0.846,0.23,0.564,0.32,0.436,0.08,0.026,0.128,0.154,0,0.436,0.231,0.026,2023
20,SEA,14,38,0.132,0.43,0.868,0.46,0.368,0.25,0.632,0.57,0,0.132,0.289,0,0.237,0.316,0.026,2023
21,DEN,14,36,0.167,0.06,0.833,0.54,0.472,0.39,0.528,0.53,0.028,0.139,0.028,0,0.333,0.056,0.417,2023
22,LV,14,36,0.056,0.76,0.861,0.1,0.25,0.13,0.75,0.17,0,0,0.444,0.056,0.25,0.111,0.056,2023
23,HOU,14,33,0.515,0.09,0.485,0.15,0.697,0.11,0.303,0.14,0,0.515,0.03,0,0.182,0.212,0.061,2023
24,NE,14,32,0.438,0.55,0.531,0.57,0.688,0.37,0.313,1.37,0,0.438,0.188,0,0.25,0.063,0.031,2023
25,SF,14,31,0.065,-0.5,0.935,0.81,0.548,0.66,0.452,0.81,0,0.065,0.032,0,0.484,0.194,0.226,2023
26,TB,14,31,0.29,0.13,0.677,0.4,0.194,0.15,0.806,0.52,0,0.129,0.097,0.161,0.065,0,0.516,2023
27,PHI,14,29,0.379,0.13,0.586,0.38,0.655,0.35,0.345,0.23,0.069,0.31,0.103,0,0.31,0.138,0.034,2023
28,NO,14,27,0.148,1.04,0.815,0.35,0.667,0.44,0.333,0.42,0.037,0.111,0,0,0.556,0.111,0.148,2023
29,NYG,14,27,0.185,0.43,0.778,0.34,0.63,0.68,0.37,0.22,0,0.185,0.111,0,0.556,0,0.111,2023
30,CIN,14,27,0.074,0.22,0.852,0.58,0.593,0.65,0.407,0.75,0,0.074,0.111,0,0.519,0,0.222,2023
1,CLE,15,49,0.163,0.11,0.816,0.38,0.49,0.17,0.51,0.64,0,0.163,0.204,0,0.327,0.224,0.061,2023
2,JAX,15,48,0.271,0.27,0.729,0.38,0.417,0.49,0.583,0.24,0.042,0.208,0.167,0.021,0.208,0.188,0.167,2023
3,NYG,15,47,0.277,0.14,0.702,0.2,0.426,0.09,0.574,0.24,0.021,0.213,0.277,0.043,0.213,0.213,0,2023
4,CIN,15,47,0.064,0.12,0.936,0.45,0.34,0.28,0.66,0.5,0.064,0,0.277,0,0.34,0.277,0.043,2023
5,CHI,15,45,0.378,0.34,0.556,0.24,0.644,0.2,0.356,0.25,0.022,0.356,0.2,0,0.244,0,0.111,2023
6,ARI,15,45,0.111,0.21,0.844,0.31,0.467,0.16,0.533,0.39,0.044,0.067,0.111,0,0.4,0.311,0.022,2023
7,NYJ,15,43,0.233,0.01,0.767,0.04,0.581,-0.01,0.419,0.1,0,0.233,0.023,0,0.349,0.14,0.256,2023
8,KC,15,41,0.366,0.9,0.585,0.19,0.659,0.62,0.341,0.39,0.024,0.317,0.122,0.024,0.341,0.122,0,2023
9,WAS,15,41,0.366,0.31,0.561,0.62,0.61,0.41,0.39,0.81,0,0.341,0.073,0.024,0.268,0.146,0.073,2023
10,DAL,15,41,0.098,0.13,0.902,0.18,0.415,0.21,0.585,0.15,0,0.024,0.268,0.073,0.39,0.146,0.098,2023
11,GB,15,41,0.146,0.21,0.854,0.49,0.463,0.46,0.537,0.44,0.073,0.024,0.098,0.049,0.439,0.244,0.073,2023
12,HOU,15,40,0.175,0.61,0.7,0.14,0.35,0.26,0.65,0.33,0.025,0.125,0.175,0.025,0.225,0.3,0,2023
13,MIN,15,39,0.256,0.6,0.718,0.32,0.538,0.44,0.462,0.53,0,0.231,0.077,0.026,0.308,0.256,0.077,2023
14,LA,15,37,0.27,0.07,0.622,0.78,0.432,0.58,0.568,0.44,0.054,0.216,0.027,0,0.216,0.243,0.135,2023
15,LV,15,37,0.162,1.79,0.784,0.53,0.622,0.96,0.378,0.59,0,0.162,0.054,0,0.432,0.135,0.162,2023
16,PHI,15,37,0.216,0.33,0.784,0.43,0.595,0.32,0.405,0.53,0,0.216,0,0,0.378,0.27,0.135,2023
17,TEN,15,36,0.111,0.14,0.889,0.28,0.333,0.23,0.667,0.27,0.028,0.083,0,0,0.25,0.417,0.222,2023
18,LAC,15,36,0.139,-0.14,0.833,0.56,0.5,0.49,0.5,0.64,0.028,0.111,0.222,0,0.389,0.139,0.083,2023
19,DET,15,36,0.361,0.78,0.583,0.79,0.556,0.94,0.444,0.77,0.028,0.333,0.139,0,0.222,0.139,0.083,2023
20,DEN,15,35,0.314,0.13,0.6,0.29,0.457,0.24,0.543,0.43,0.029,0.286,0.229,0,0.2,0.057,0.114,2023
21,NE,15,35,0.371,0.66,0.629,0.07,0.4,0.47,0.6,0.18,0.057,0.229,0.229,0.086,0.171,0.2,0.029,2023
22,SEA,15,35,0.314,0.72,0.686,0.18,0.486,0.56,0.514,0.16,0.029,0.229,0.086,0.057,0.257,0.286,0.057,2023
23,TB,15,33,0.152,0.96,0.848,0.91,0.515,1.32,0.485,0.49,0,0.152,0.121,0,0.364,0.152,0.212,2023
24,IND,15,32,0.375,1.21,0.625,0.31,0.406,1.19,0.594,0.27,0.094,0.281,0.438,0,0.125,0,0.063,2023
25,BAL,15,31,0.161,0.12,0.774,0.51,0.548,0.54,0.452,0.27,0,0.161,0.032,0,0.355,0.161,0.226,2023
26,NO,15,30,0.233,0.27,0.7,0.5,0.533,0.62,0.467,0.77,0.033,0.2,0.1,0,0.333,0.2,0.067,2023
27,PIT,15,30,0,0,0.967,0.16,0.433,0.25,0.567,0.33,0,0,0.1,0,0.433,0.167,0.267,2023
28,MIA,15,29,0.207,0.17,0.759,0.55,0.345,0.28,0.655,0.54,0,0.207,0,0,0.138,0.31,0.31,2023
29,SF,15,28,0.143,1.13,0.679,0.87,0.393,0.67,0.607,1.12,0,0.143,0.107,0,0.107,0.429,0.036,2023
30,CAR,15,28,0.357,0.48,0.571,0.2,0.679,0.36,0.321,0.11,0,0.321,0.107,0.036,0.321,0.036,0.107,2023
31,ATL,15,21,0.048,0.36,0.952,0.44,0.571,0.52,0.429,0.33,0,0.048,0.048,0,0.524,0.19,0.19,2023
32,BUF,15,19,0.632,0.65,0.368,0.23,0.789,0.51,0.211,0.47,0.105,0.526,0.105,0,0.263,0,0,2023
1,NYJ,17,50,0.3,0.58,0.7,0.17,0.52,0.4,0.48,0.17,0.02,0.28,0.3,0,0.24,0,0.16,2023
2,NYG,17,50,0.2,1.2,0.76,0.19,0.7,0.49,0.3,0.14,0.02,0.18,0.08,0,0.5,0.08,0.1,2023
3,LV,17,49,0.245,0.5,0.694,0.28,0.531,0.34,0.469,0.49,0,0.245,0.02,0,0.286,0.327,0.061,2023
4,CIN,17,44,0.182,1.3,0.75,0.3,0.068,1.43,0.932,0.4,0.023,0.045,0.386,0.114,0.023,0.205,0.136,2023
5,MIA,17,43,0.14,0.88,0.837,0.2,0.349,0.27,0.651,0.46,0.047,0.093,0.023,0,0.256,0.209,0.349,2023
6,DAL,17,41,0.463,0.91,0.512,0.16,0.634,0.41,0.366,0.67,0.122,0.341,0.098,0,0.293,0.098,0.024,2023
7,ATL,17,39,0.103,0.05,0.897,0.5,0.436,1.2,0.564,-0.12,0,0.103,0.205,0,0.333,0.205,0.154,2023
8,LAC,17,39,0.359,0.17,0.59,0.28,0.564,0.25,0.436,0.19,0.026,0.333,0.103,0,0.231,0.026,0.231,2023
9,CAR,17,39,0.103,0.23,0.897,0.08,0.359,0.14,0.641,0.07,0,0.103,0.128,0,0.256,0.231,0.282,2023
10,CHI,17,38,0.474,0.34,0.447,0.44,0.737,0.45,0.263,0.54,0.053,0.421,0.105,0,0.316,0.026,0,2023
11,LA,17,38,0.421,0.64,0.579,0.2,0.553,0.15,0.447,0.68,0.105,0.316,0.026,0,0.237,0.184,0.132,2023
12,MIN,17,38,0.105,0.12,0.763,0.19,0.447,0.2,0.553,0.33,0,0.105,0.158,0,0.342,0.079,0.184,2023
13,SEA,17,37,0.189,0.14,0.784,0.43,0.784,0.32,0.216,1.07,0.027,0.162,0.135,0,0.622,0,0.027,2023
14,DEN,17,36,0.194,1.03,0.75,0.22,0.389,0.57,0.611,0.25,0.028,0.167,0.056,0,0.194,0.167,0.333,2023
15,DET,17,36,0.361,0.28,0.472,0.54,0.556,0.31,0.444,0.5,0,0.278,0.111,0.083,0.222,0.139,0,2023
16,NO,17,35,0.343,0.91,0.629,0.24,0.514,0.48,0.486,0.46,0.057,0.2,0.229,0.086,0.314,0.029,0.057,2023
17,TB,17,35,0.2,0.14,0.771,0.59,0.486,0.86,0.514,0.21,0,0.143,0.314,0.057,0.343,0.114,0,2023
18,HOU,17,34,0.118,0.13,0.794,0.46,0.412,0.23,0.588,0.48,0,0.088,0.029,0.029,0.324,0.412,0.029,2023
19,BUF,17,34,0.294,0.35,0.618,0.23,0.529,0.13,0.441,0.4,0.059,0.235,0.265,0,0.294,0.029,0.029,2023
20,GB,17,34,0.265,0.89,0.647,0.51,0.471,0.59,0.529,0.8,0.118,0.147,0.265,0,0.324,0.059,0,2023
21,ARI,17,34,0.412,1.12,0.559,0.29,0.735,0.61,0.265,0.67,0.088,0.324,0.029,0,0.382,0.059,0.088,2023
22,KC,17,33,0.364,0.25,0.485,0.36,0.606,0.27,0.394,0.61,0.03,0.333,0.152,0,0.273,0.061,0,2023
23,TEN,17,32,0,0,0.844,0.23,0.125,-0.2,0.875,0.26,0,0,0.031,0,0.094,0.531,0.188,2023
24,NE,17,31,0.258,1.01,0.742,0.29,0.677,0.44,0.323,0.57,0,0.258,0.129,0,0.419,0.161,0.032,2023
25,CLE,17,30,0.2,1.53,0.633,0.28,0.533,0.98,0.467,0.55,0,0.2,0,0,0.3,0.267,0.067,2023
26,SF,17,30,0.133,0.52,0.733,0.51,0.5,0.39,0.5,0.78,0,0.133,0.233,0,0.367,0.067,0.067,2023
27,WAS,17,29,0.31,0.68,0.655,0.14,0.586,0.49,0.414,0.03,0.034,0.276,0.207,0,0.31,0.103,0.034,2023
28,JAX,17,29,0.276,0.5,0.621,0.31,0.862,0.35,0.138,0.19,0,0.276,0,0,0.552,0.034,0.034,2023
29,PIT,17,26,0.231,0.47,0.769,0.42,0.577,0.48,0.423,0.36,0.038,0.154,0.038,0.038,0.423,0.308,0,2023
30,BAL,17,26,0.269,1.94,0.731,1.4,0.692,1.96,0.308,0.61,0,0.269,0,0,0.423,0.154,0.154,2023
31,PHI,17,25,0.12,1.56,0.72,0.57,0.48,0.66,0.52,0.91,0.08,0.04,0.08,0,0.32,0.16,0.16,2023
32,IND,17,25,0.4,0.72,0.6,0.41,0.6,0.26,0.4,0.95,0.08,0.32,0.2,0,0.28,0.08,0.04,2023
1,LAC,18,57,0.298,0.34,0.632,0.27,0.298,0.24,0.702,0.28,0.018,0.175,0.263,0.105,0.158,0.158,0.053,2023
2,MIN,18,49,0.184,0.7,0.816,0.4,0.51,0.28,0.49,0.64,0.02,0.122,0.245,0.041,0.388,0,0.184,2023
3,BUF,18,45,0.467,0.44,0.467,0.49,0.578,0.39,0.422,0.75,0.156,0.289,0,0.022,0.267,0.111,0.089,2023
4,JAX,18,45,0.2,0.09,0.756,0.51,0.378,0.05,0.622,0.62,0.044,0.133,0.067,0.022,0.267,0.333,0.089,2023
5,PHI,18,43,0.488,0.1,0.512,0.38,0.744,0.21,0.256,0.34,0.047,0.442,0.023,0,0.302,0.14,0.047,2023
6,NYG,18,41,0.195,0.22,0.78,0.5,0.659,0.33,0.341,0.62,0,0.195,0.146,0,0.439,0.195,0,2023
7,DAL,18,40,0.35,0.67,0.575,0.4,0.6,0.49,0.4,0.97,0.025,0.3,0.15,0.025,0.3,0.125,0,2023
8,DEN,18,40,0.225,0.13,0.775,0.42,0.525,0.28,0.475,0.44,0.025,0.175,0.175,0.025,0.35,0.2,0.05,2023
9,NE,18,39,0.359,0.11,0.641,0.05,0.667,0.09,0.333,0.03,0,0.359,0.051,0,0.308,0.179,0.103,2023
10,BAL,18,38,0.211,0.24,0.763,0.39,0.737,0.39,0.263,0.23,0,0.211,0.158,0,0.5,0.026,0.079,2023
11,TB,18,37,0.054,0.12,0.946,0.18,0.541,0.12,0.459,0.24,0,0.027,0.135,0.027,0.541,0.108,0.162,2023
12,LV,18,36,0.361,1.02,0.556,0.22,0.5,0.97,0.5,0.38,0.083,0.222,0.056,0.056,0.222,0.25,0.028,2023
13,ATL,18,36,0.333,0.45,0.667,0.58,0.389,0.07,0.611,0.83,0.056,0.278,0.306,0,0.083,0.139,0.139,2023
14,KC,18,35,0.343,0.44,0.629,0.21,0.6,0.24,0.4,0.34,0.114,0.2,0.114,0.029,0.4,0.029,0.086,2023
15,GB,18,34,0.147,1.77,0.824,0.39,0.647,0.66,0.353,0.43,0,0.147,0.235,0,0.5,0.059,0.029,2023
16,WAS,18,33,0.273,0.61,0.727,0.13,0.636,0.24,0.364,0.3,0.03,0.242,0.121,0,0.394,0.212,0,2023
17,CIN,18,33,0.364,1.34,0.636,0.18,0.455,0.51,0.545,0.67,0.03,0.303,0.303,0.03,0.242,0,0.091,2023
18,DET,18,33,0.152,0.13,0.727,0.66,0.576,0.55,0.424,0.74,0.061,0.091,0.152,0,0.455,0.121,0,2023
19,CLE,18,32,0.344,-0.01,0.656,0.73,0.781,0.38,0.219,0.82,0,0.344,0.219,0,0.438,0,0,2023
20,ARI,18,32,0.094,0.28,0.875,0.45,0.656,0.39,0.344,0.88,0,0.094,0.031,0,0.563,0.219,0.063,2023
21,NO,18,31,0.452,1.28,0.516,0.54,0.452,0.84,0.548,0.87,0,0.355,0.194,0.097,0.097,0.065,0.161,2023
22,SF,18,31,0.161,1,0.774,0.26,0.484,0.3,0.516,0.42,0.032,0.129,0,0,0.355,0.161,0.258,2023
23,HOU,18,31,0.194,0.24,0.774,0.63,0.613,0.27,0.387,1.28,0,0.194,0.032,0,0.419,0.226,0.097,2023
24,LA,18,30,0.3,1.16,0.7,0.2,0.567,0.69,0.433,0.22,0.033,0.267,0.1,0,0.3,0.267,0.033,2023
25,SEA,18,30,0.067,0,0.867,0.62,0.2,1.28,0.8,0.44,0.067,0,0.167,0,0.167,0.367,0.167,2023
26,MIA,18,29,0.207,0.05,0.759,0.41,0.31,0.52,0.69,0.25,0,0.069,0.414,0.138,0.241,0.069,0.034,2023
27,TEN,18,29,0.103,0.41,0.793,0.36,0.379,0.15,0.621,0.67,0,0.103,0.138,0,0.276,0.241,0.138,2023
28,IND,18,26,0.154,0.07,0.808,0.3,0.577,0.27,0.423,0.23,0.038,0.115,0,0,0.423,0.154,0.231,2023
29,CHI,18,24,0.417,0.36,0.583,0.26,0.583,0.36,0.417,0.22,0,0.417,0.083,0,0.167,0.208,0.125,2023
30,PIT,18,23,0.13,0.12,0.87,0.44,0.435,0.15,0.565,0.58,0.043,0.087,0,0,0.348,0.087,0.435,2023
31,CAR,18,23,0.13,0.11,0.87,0.24,0.739,0.29,0.261,0.03,0,0.13,0.087,0,0.609,0.087,0.087,2023
32,NYJ,18,21,0.524,0.12,0.381,0.15,0.619,0.15,0.381,0.11,0.143,0.381,0.095,0,0.238,0.048,0,2023
